label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node,,,,,,,,,,,,,,,,
1201,36.0821901,140.0827238,355.292763,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1202,36.0822166,140.0827211,3.852922,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1203,36.082219,140.0827213,18.551600,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1204,36.0822426,140.0827311,12.352134,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1205,36.0822581,140.0827353,27.216366,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1206,36.0822746,140.0827458,137.979073,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1207,36.0822659,140.0827555,262.579096,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1208,36.0822641,140.0827384,217.958181,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1209,36.0822497,140.0827245,176.732940,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1210,36.0822228,140.0827264,187.782753,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1211,36.0821956,140.0827218,187.671314,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1212,36.08218,140.0827192,177.436342,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1213,36.0821439,140.0827212,177.300876,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1214,36.0821079,140.0827233,184.995799,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1215,36.0820589,140.082718,195.420322,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1216,36.0820296,140.082708,253.735115,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1217,36.0820184,140.0826605,266.716132,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1218,36.0820161,140.0826109,274.822363,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1219,36.0820191,140.0825669,281.789021,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1220,36.0820261,140.0825254,283.445061,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1221,36.0820352,140.0824783,282.073895,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1222,36.0820417,140.0824407,262.354250,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1223,36.0820371,140.0823983,271.112580,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1224,36.0820378,140.0823537,271.968553,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1225,36.0820391,140.0823069,275.579308,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1226,36.0820424,140.0822651,277.395241,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1227,36.0820469,140.0822222,268.957551,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1228,36.0820462,140.0821746,272.147349,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1229,36.0820475,140.0821317,269.079375,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1230,36.0820469,140.0820855,268.167140,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1231,36.0820457,140.0820391,273.579070,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1232,36.082048,140.0819936,268.435384,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1233,36.082047,140.0819483,280.244910,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1234,36.0820535,140.0819038,271.368976,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1235,36.0820544,140.0818572,284.791438,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1236,36.082063,140.0818169,274.861385,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1237,36.0820661,140.0817718,271.796310,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1238,36.0820672,140.0817284,271.885682,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1239,36.0820684,140.0816833,264.208723,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
1240,36.0820649,140.0816406,275.994392,2,2,0,0,1,-1,,,,,,,,,,,,,,,,
