label,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C2,28234.695516,44336.537741,-220.890084,0.000000000,0.000000000,-0.721351968,0.692568653,0,0,0,0,0
C2-C3_1,28234.498447,44331.308199,-220.852742,0.000000000,0.000000000,-0.721351980,0.692568640,0,0,0,0,0
C2-C3_2,28234.301377,44326.078657,-220.815405,0.000000000,0.000000000,-0.721351986,0.692568634,0,0,0,0,0
C2-C3_3,28234.104307,44320.849115,-220.778072,0.000000000,0.000000000,-0.721351992,0.692568627,0,0,0,0,0
C2-C3_4,28233.907236,44315.619573,-220.740744,0.000000000,0.000000000,-0.721352004,0.692568615,0,0,0,0,0
C2-C3_5,28233.710165,44310.390031,-220.703420,0.000000000,0.000000000,-0.721352010,0.692568609,0,0,0,0,0
C2-C3_6,28233.513094,44305.160489,-220.666100,0.000000000,0.000000000,-0.721352022,0.692568596,0,0,0,0,0
C2-C3_7,28233.316023,44299.930947,-220.628784,0.000000000,0.000000000,-0.721352028,0.692568590,0,0,0,0,0
C2-C3_8,28233.118951,44294.701405,-220.591473,0.000000000,0.000000000,-0.721352034,0.692568583,0,0,0,0,0
C2-C3_9,28232.921880,44289.471862,-220.554166,0.000000000,0.000000000,-0.721352046,0.692568571,0,0,0,0,0
C2-C3_10,28232.724807,44284.242320,-220.516863,0.000000000,0.000000000,-0.721352052,0.692568564,0,0,0,0,0
C2-C3_11,28232.527735,44279.012778,-220.479565,0.000000000,0.000000000,-0.721352065,0.692568552,0,0,0,0,0
C2-C3_12,28232.330662,44273.783236,-220.442271,0.000000000,0.000000000,-0.721352071,0.692568546,0,0,0,0,0
C2-C3_13,28232.133589,44268.553694,-220.404981,0.000000000,0.000000000,-0.721352077,0.692568539,0,0,0,0,0
C2-C3_14,28231.936516,44263.324152,-220.367696,0.000000000,0.000000000,-0.721352089,0.692568527,0,0,0,0,0
C2-C3_15,28231.739443,44258.094611,-220.330415,0.000000000,0.000000000,-0.721352095,0.692568520,0,0,0,0,0
C3,28231.542369,44252.865069,-220.293138,0.000000000,0.000000000,-0.721352095,0.692568520,0,0,0,0,0
