label,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C8,28303.989129,44411.323171,-221.718875,0.000000000,0.000000000,-0.495509031,0.868602786,0,0,0,0,0
C8-C9_1,28306.685023,44406.816643,-221.699345,0.000000000,0.000000000,-0.495508932,0.868602843,0,0,0,0,0
C8-C9_2,28309.380919,44402.310116,-221.679819,0.000000000,0.000000000,-0.495508834,0.868602899,0,0,0,0,0
C8-C9_3,28312.076818,44397.803590,-221.660297,0.000000000,0.000000000,-0.495508735,0.868602955,0,0,0,0,0
C8-C9_4,28314.772720,44393.297065,-221.640779,0.000000000,0.000000000,-0.495508637,0.868603011,0,0,0,0,0
C8-C9_5,28317.468624,44388.790541,-221.621266,0.000000000,0.000000000,-0.495508538,0.868603067,0,0,0,0,0
C8-C9_6,28320.164531,44384.284017,-221.601757,0.000000000,0.000000000,-0.495508439,0.868603124,0,0,0,0,0
C8-C9_7,28322.860441,44379.777494,-221.582253,0.000000000,0.000000000,-0.495508341,0.868603180,0,0,0,0,0
C8-C9_8,28325.556354,44375.270972,-221.562753,0.000000000,0.000000000,-0.495508242,0.868603236,0,0,0,0,0
C8-C9_9,28328.252269,44370.764451,-221.543257,0.000000000,0.000000000,-0.495508144,0.868603292,0,0,0,0,0
C8-C9_10,28330.948187,44366.257931,-221.523765,0.000000000,0.000000000,-0.495508045,0.868603349,0,0,0,0,0
C8-C9_11,28333.644108,44361.751411,-221.504278,0.000000000,0.000000000,-0.495507947,0.868603405,0,0,0,0,0
C8-C9_12,28336.340032,44357.244893,-221.484796,0.000000000,0.000000000,-0.495507848,0.868603461,0,0,0,0,0
C9,28339.035958,44352.738375,-221.465317,0.000000000,0.000000000,-0.495507848,0.868603461,0,0,0,0,0
