label,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C12,28364.396133,44420.726168,-222.052621,0.000000000,0.000000000,-0.060143011,0.998189771,0,0,0,0,0
C12-C20_1,28369.389440,44420.141153,-222.070716,0.000000000,0.000000000,-0.060143002,0.998189771,0,0,0,0,0
C12-C20_2,28374.382748,44419.556140,-222.088815,0.000000000,0.000000000,-0.060143002,0.998189771,0,0,0,0,0
C12-C20_3,28379.376056,44418.971131,-222.106918,0.000000000,0.000000000,-0.060142993,0.998189772,0,0,0,0,0
C12-C20_4,28384.369364,44418.386124,-222.125025,0.000000000,0.000000000,-0.060142993,0.998189772,0,0,0,0,0
C12-C20_5,28389.362674,44417.801120,-222.143136,0.000000000,0.000000000,-0.060142985,0.998189772,0,0,0,0,0
C12-C20_6,28394.355984,44417.216119,-222.161251,0.000000000,0.000000000,-0.060142985,0.998189772,0,0,0,0,0
C12-C20_7,28399.349295,44416.631121,-222.179370,0.000000000,0.000000000,-0.060142976,0.998189773,0,0,0,0,0
C12-C20_8,28404.342606,44416.046125,-222.197493,0.000000000,0.000000000,-0.060142976,0.998189773,0,0,0,0,0
C12-C20_9,28409.335918,44415.461133,-222.215620,0.000000000,0.000000000,-0.060142967,0.998189773,0,0,0,0,0
C12-C20_10,28414.329231,44414.876143,-222.233750,0.000000000,0.000000000,-0.060142967,0.998189773,0,0,0,0,0
C12-C20_11,28419.322544,44414.291156,-222.251885,0.000000000,0.000000000,-0.060142958,0.998189774,0,0,0,0,0
C20,28424.315858,44413.706172,-222.270024,0.000000000,0.000000000,-0.060142958,0.998189774,0,0,0,0,0
