label,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C100,28254.016234,44490.054854,-222.048067,0.000000000,0.000000000,-0.810427915,0.585838368,0,0,0,0,0
C100-C1_1,28252.420662,44485.192247,-222.006979,0.000000000,0.000000000,-0.810427961,0.585838305,0,0,0,0,0
C100-C1_2,28250.825089,44480.329641,-221.965894,0.000000000,0.000000000,-0.810428013,0.585838234,0,0,0,0,0
C100-C1_3,28249.229513,44475.467035,-221.924814,0.000000000,0.000000000,-0.810428059,0.585838170,0,0,0,0,0
C100-C1_4,28247.633936,44470.604429,-221.883738,0.000000000,0.000000000,-0.810428110,0.585838100,0,0,0,0,0
C100-C1_5,28246.038357,44465.741824,-221.842666,0.000000000,0.000000000,-0.810428156,0.585838036,0,0,0,0,0
C100-C1_6,28244.442776,44460.879219,-221.801598,0.000000000,0.000000000,-0.810428207,0.585837965,0,0,0,0,0
C100-C1_7,28242.847193,44456.016614,-221.760534,0.000000000,0.000000000,-0.810428253,0.585837902,0,0,0,0,0
C100-C1_8,28241.251609,44451.154010,-221.719474,0.000000000,0.000000000,-0.810428304,0.585837831,0,0,0,0,0
C1,28239.656023,44446.291406,-221.678418,0.000000000,0.000000000,-0.810428304,0.585837831,0,0,0,0,0
