label,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C9,28339.035958,44352.738375,-221.465317,0.000000000,0.000000000,0.224271781,0.974526638,0,0,0,0,0
C9-C15_1,28344.022044,44355.170774,-221.504419,0.000000000,0.000000000,0.224271832,0.974526626,0,0,0,0,0
C9-C15_2,28349.008127,44357.603175,-221.543526,0.000000000,0.000000000,0.224271892,0.974526612,0,0,0,0,0
C9-C15_3,28353.994207,44360.035579,-221.582637,0.000000000,0.000000000,0.224271943,0.974526601,0,0,0,0,0
C9-C15_4,28358.980284,44362.467986,-221.621753,0.000000000,0.000000000,0.224271994,0.974526589,0,0,0,0,0
C9-C15_5,28363.966358,44364.900396,-221.660874,0.000000000,0.000000000,0.224272045,0.974526577,0,0,0,0,0
C9-C15_6,28368.952430,44367.332809,-221.700000,0.000000000,0.000000000,0.224272105,0.974526564,0,0,0,0,0
C9-C15_7,28373.938499,44369.765225,-221.739131,0.000000000,0.000000000,0.224272156,0.974526552,0,0,0,0,0
C9-C15_8,28378.924565,44372.197643,-221.778267,0.000000000,0.000000000,0.224272207,0.974526540,0,0,0,0,0
C15,28383.910628,44374.630064,-221.817407,0.000000000,0.000000000,0.224272207,0.974526540,0,0,0,0,0
