label,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C5,28271.458259,44332.327758,-221.023387,0.000000000,0.000000000,-0.648358416,0.761335251,0,0,0,0,0
C5-C6_1,28272.310090,44327.175959,-220.991234,0.000000000,0.000000000,-0.648358383,0.761335279,0,0,0,0,0
C5-C6_2,28273.161921,44322.024161,-220.959086,0.000000000,0.000000000,-0.648358343,0.761335313,0,0,0,0,0
C5-C6_3,28274.013753,44316.872362,-220.926941,0.000000000,0.000000000,-0.648358309,0.761335342,0,0,0,0,0
C5-C6_4,28274.865587,44311.720563,-220.894801,0.000000000,0.000000000,-0.648358276,0.761335370,0,0,0,0,0
C5-C6_5,28275.717421,44306.568765,-220.862666,0.000000000,0.000000000,-0.648358236,0.761335404,0,0,0,0,0
C5-C6_6,28276.569256,44301.416966,-220.830534,0.000000000,0.000000000,-0.648358203,0.761335432,0,0,0,0,0
C5-C6_7,28277.421092,44296.265168,-220.798407,0.000000000,0.000000000,-0.648358170,0.761335461,0,0,0,0,0
C5-C6_8,28278.272929,44291.113370,-220.766284,0.000000000,0.000000000,-0.648358130,0.761335494,0,0,0,0,0
C5-C6_9,28279.124768,44285.961572,-220.734166,0.000000000,0.000000000,-0.648358097,0.761335523,0,0,0,0,0
C5-C6_10,28279.976607,44280.809774,-220.702051,0.000000000,0.000000000,-0.648358064,0.761335551,0,0,0,0,0
C6,28280.828447,44275.657976,-220.669941,0.000000000,0.000000000,-0.648358064,0.761335551,0,0,0,0,0
