label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C102,36.0819725,140.0810436,210.653604,2,2,0,0,1
C102-C7_1,36.081971,140.0810425,301.744157,2,2,0,0,1
C102-C7_2,36.0819711,140.0810423,240.848477,2,2,0,0,1
C102-C7_3,36.0819537,140.0810037,225.700807,2,2,0,0,1
C102-C7_4,36.0819287,140.080972,224.515591,2,2,0,0,1
C102-C7_5,36.081901,140.0809383,243.465296,2,2,0,0,1
C102-C7_6,36.0818851,140.0808989,251.546072,2,2,0,0,1
C102-C7_7,36.0818738,140.080857,262.047192,2,2,0,0,1
C102-C7_8,36.0818689,140.0808136,265.908122,2,2,0,0,1
C102-C7_9,36.0818662,140.0807669,268.568076,2,2,0,0,1
C102-C7_10,36.081866,140.080757,278.282442,2,2,0,0,1
C102-C7_11,36.0818714,140.0807111,274.515850,2,2,0,0,1
C102-C7_12,36.0818717,140.0807064,277.987509,2,2,0,0,1
C102-C7_13,36.0818728,140.0806967,272.891225,2,2,0,0,1
C102-C7_14,36.081873,140.0806918,281.032943,2,2,0,0,1
C102-C7_15,36.0818756,140.0806753,273.372065,2,2,0,0,1
C102-C7_16,36.0818763,140.0806606,278.976280,2,2,0,0,1
C102-C7_17,36.0818769,140.0806559,275.887126,2,2,0,0,1
C102-C7_18,36.0818773,140.0806511,279.168137,2,2,0,0,1
C102-C7_19,36.0818779,140.0806465,274.332248,2,2,0,0,1
C102-C7_20,36.0818785,140.0806367,275.807036,2,2,0,0,1
C102-C7_21,36.0818791,140.0806294,273.612309,2,2,0,0,1
C102-C7_22,36.0818796,140.0806196,279.766369,2,2,0,0,1
C102-C7_23,36.0818849,140.0805815,266.627944,2,2,0,0,1
C102-C7_24,36.081884,140.0805626,287.386720,2,2,0,0,1
C102-C7_25,36.0818902,140.0805381,274.422148,2,2,0,0,1
C102-C7_26,36.0818905,140.0805333,280.024344,2,2,0,0,1
C102-C7_27,36.0818966,140.0804906,282.750535,2,2,0,0,1
C102-C7_28,36.0819013,140.0804649,268.031477,2,2,0,0,1
C102-C7_29,36.0819001,140.0804217,268.216043,2,2,0,0,1
C102-C7_30,36.081899,140.080378,270.156170,2,2,0,0,1
C102-C7_31,36.0818991,140.0803326,215.669658,2,2,0,0,1
C102-C7_32,36.0818696,140.0803064,183.644122,2,2,0,0,1
C102-C7_33,36.0818328,140.0803035,175.391604,2,2,0,0,1
C102-C7_34,36.0817947,140.0803073,179.040397,2,2,0,0,1
C102-C7_35,36.0817561,140.0803081,166.960350,2,2,0,0,1
C102-C7_36,36.0817226,140.0803177,170.771248,2,2,0,0,1
C102-C7_37,36.0816843,140.0803254,164.687202,2,2,0,0,1
C102-C7_38,36.0816477,140.0803378,171.615639,2,2,0,0,1
C102-C7_39,36.0816148,140.0803438,181.569277,2,2,0,0,1
C7,36.0816089,140.0803436,181.569277,2,2,0,0,1
