label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C5,36.0805273,140.0799455,336.763689,2,2,0,0,1
C5-C4_1,36.0805369,140.0799404,342.060355,2,2,0,0,1
C5-C4_2,36.0805706,140.0799269,336.118769,2,2,0,0,1
C5-C4_3,36.0806051,140.079908,330.065174,2,2,0,0,1
C5-C4_4,36.0806371,140.0798852,335.415477,2,2,0,0,1
C5-C4_5,36.0806719,140.0798655,333.243178,2,2,0,0,1
C5-C4_6,36.0807046,140.0798451,339.436244,2,2,0,0,1
C5-C4_7,36.0807423,140.0798276,337.700240,2,2,0,0,1
C5-C4_8,36.0807758,140.0798106,352.516573,2,2,0,0,1
C5-C4_9,36.0808121,140.0798047,351.779434,2,2,0,0,1
C5-C4_10,36.0808507,140.0797978,355.063554,2,2,0,0,1
C5-C4_11,36.08089,140.0797936,354.922140,2,2,0,0,1
C5-C4_12,36.0809282,140.0797894,349.832769,2,2,0,0,1
C5-C4_13,36.0809629,140.0797817,1.805192,2,2,0,0,1
C5-C4_14,36.0809988,140.0797831,0.393526,2,2,0,0,1
C5-C4_15,36.0810341,140.0797834,11.910654,2,2,0,0,1
C5-C4_16,36.0810705,140.0797929,0.890419,2,2,0,0,1
C5-C4_17,36.0811069,140.0797936,1.082338,2,2,0,0,1
C5-C4_18,36.0811454,140.0797945,18.273255,2,2,0,0,1
C5-C4_19,36.0811804,140.0798088,8.382833,2,2,0,0,1
C5-C4_20,36.0812155,140.0798152,354.815413,2,2,0,0,1
C5-C4_21,36.0812538,140.0798109,355.751316,2,2,0,0,1
C5-C4_22,36.0812897,140.0798076,11.933014,2,2,0,0,1
C5-C4_23,36.0813245,140.0798167,13.248257,2,2,0,0,1
C5-C4_24,36.0813602,140.0798271,358.758763,2,2,0,0,1
C5-C4_25,36.0813975,140.0798261,356.583773,2,2,0,0,1
C5-C4_26,36.0814327,140.0798235,358.158945,2,2,0,0,1
C5-C4_27,36.0814679,140.0798221,2.773626,2,2,0,0,1
C5-C4_28,36.0815046,140.0798243,10.473585,2,2,0,0,1
C5-C4_29,36.0815387,140.0798321,7.278947,2,2,0,0,1
C4,36.0815735,140.0798376,7.278947,2,2,0,0,1
