label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C1,36.0815403,140.0796303,174.901874,2,2,0,0,1
C1-C2_1,36.0815249,140.079632,184.862536,2,2,0,0,1
C1-C2_2,36.0814888,140.0796282,181.082334,2,2,0,0,1
C1-C2_3,36.0814503,140.0796273,187.671387,2,2,0,0,1
C1-C2_4,36.0814161,140.0796216,184.389112,2,2,0,0,1
C1-C2_5,36.0813803,140.0796182,191.151041,2,2,0,0,1
C1-C2_6,36.0813434,140.0796092,182.669533,2,2,0,0,1
C1-C2_7,36.081307,140.0796071,189.257503,2,2,0,0,1
C1-C2_8,36.0812713,140.0795999,180.895337,2,2,0,0,1
C1-C2_9,36.0812351,140.0795992,190.766856,2,2,0,0,1
C1-C2_10,36.0811994,140.0795908,185.659310,2,2,0,0,1
C1-C2_11,36.0811627,140.0795863,185.176460,2,2,0,0,1
C1-C2_12,36.0811288,140.0795825,176.999144,2,2,0,0,1
C1-C2_13,36.0810918,140.0795849,187.265348,2,2,0,0,1
C1-C2_14,36.0810563,140.0795793,186.671805,2,2,0,0,1
C1-C2_15,36.0810183,140.0795738,182.729096,2,2,0,0,1
C1-C2_16,36.080981,140.0795716,187.078115,2,2,0,0,1
C1-C2_17,36.0809439,140.0795659,187.608782,2,2,0,0,1
C1-C2_18,36.0809076,140.0795599,192.300503,2,2,0,0,1
C1-C2_19,36.0808735,140.0795507,188.493716,2,2,0,0,1
C1-C2_20,36.0808367,140.0795439,189.701646,2,2,0,0,1
C1-C2_21,36.0808003,140.0795362,184.555730,2,2,0,0,1
C1-C2_22,36.0807648,140.0795327,180.000000,2,2,0,0,1
C1-C2_23,36.0807281,140.0795327,184.345186,2,2,0,0,1
C1-C2_24,36.080693,140.0795294,185.613754,2,2,0,0,1
C1-C2_25,36.080656,140.0795249,187.829795,2,2,0,0,1
C1-C2_26,36.0806225,140.0795192,174.568582,2,2,0,0,1
C2,36.080597,140.0795222,174.568582,2,2,0,0,1
