label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C11,36.081627,140.0810126,12.692932,2,2,0,0,1
C11-C102_1,36.0816392,140.081016,7.285594,2,2,0,0,1
C11-C102_2,36.0816746,140.0810216,350.894020,2,2,0,0,1
C11-C102_3,36.0817104,140.0810145,4.153463,2,2,0,0,1
C11-C102_4,36.0817449,140.0810176,1.141620,2,2,0,0,1
C11-C102_5,36.0817814,140.0810185,12.530249,2,2,0,0,1
C11-C102_6,36.0818174,140.0810284,0.125829,2,2,0,0,1
C11-C102_7,36.0818542,140.0810285,357.956228,2,2,0,0,1
C11-C102_8,36.0818927,140.0810268,3.331231,2,2,0,0,1
C11-C102_9,36.0819288,140.0810294,0.000000,2,2,0,0,1
C102,36.0819504,140.0810294,0.000000,2,2,0,0,1
