label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C6,36.0800576,140.0800652,77.957499,2,2,0,0,1
C6-C10_1,36.0800586,140.080071,130.506022,2,2,0,0,1
C6-C10_2,36.0800334,140.0801075,125.893934,2,2,0,0,1
C6-C10_3,36.0800117,140.0801446,116.865629,2,2,0,0,1
C6-C10_4,36.0799943,140.0801871,105.992091,2,2,0,0,1
C6-C10_5,36.0799839,140.080232,104.805322,2,2,0,0,1
C6-C10_6,36.0799748,140.0802746,103.110898,2,2,0,0,1
C6-C10_7,36.0799668,140.0803171,100.151294,2,2,0,0,1
C6-C10_8,36.0799601,140.0803634,93.024086,2,2,0,0,1
C6-C10_9,36.0799582,140.0804079,88.955357,2,2,0,0,1
C6-C10_10,36.0799589,140.0804554,88.734239,2,2,0,0,1
C6-C10_11,36.0799597,140.0805002,87.326704,2,2,0,0,1
C6-C10_12,36.0799615,140.0805479,87.035728,2,2,0,0,1
C6-C10_13,36.0799634,140.0805933,84.769090,2,2,0,0,1
C6-C10_14,36.0799667,140.0806379,79.306188,2,2,0,0,1
C6-C10_15,36.0799734,140.0806818,77.361536,2,2,0,0,1
C6-C10_16,36.0799817,140.0807276,76.162406,2,2,0,0,1
C6-C10_17,36.0799903,140.0807708,74.964624,2,2,0,0,1
C6-C10_18,36.0799997,140.0808141,73.591740,2,2,0,0,1
C6-C10_19,36.0800106,140.0808599,73.182696,2,2,0,0,1
C10,36.080017,140.0808861,73.182696,2,2,0,0,1
