label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C4,36.0815735,140.0798376,5.768589,2,2,0,0,1
C4-C7_1,36.0815743,140.0798377,55.853839,2,2,0,0,1
C4-C7_2,36.0815948,140.0798751,85.837038,2,2,0,0,1
C4-C7_3,36.0815976,140.0799227,84.475956,2,2,0,0,1
C4-C7_4,36.081601,140.0799662,58.511731,2,2,0,0,1
C4-C7_5,36.0816209,140.0800064,73.674020,2,2,0,0,1
C4-C7_6,36.0816316,140.0800516,74.591532,2,2,0,0,1
C4-C7_7,36.0816412,140.0800947,70.231157,2,2,0,0,1
C4-C7_8,36.0816543,140.0801398,68.556934,2,2,0,0,1
C4-C7_9,36.0816676,140.0801817,66.940821,2,2,0,0,1
C4-C7_10,36.0816826,140.0802253,99.570040,2,2,0,0,1
C4-C7_11,36.0816767,140.0802686,122.010309,2,2,0,0,1
C4-C7_12,36.0816573,140.080307,122.489909,2,2,0,0,1
C4-C7_13,36.081638,140.0803445,160.895843,2,2,0,0,1
C7,36.0816373,140.0803448,160.895843,2,2,0,0,1
