label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C3,36.0798739,140.0795372,209.997128,2,2,0,0,1
C3-C6_1,36.0798732,140.0795367,88.980047,2,2,0,0,1
C3-C6_2,36.0798738,140.0795784,77.623908,2,2,0,0,1
C3-C6_3,36.079881,140.079619,65.799963,2,2,0,0,1
C3-C6_4,36.0798968,140.0796625,69.832553,2,2,0,0,1
C3-C6_5,36.079909,140.0797036,70.387652,2,2,0,0,1
C3-C6_6,36.0799217,140.0797477,66.701487,2,2,0,0,1
C3-C6_7,36.0799359,140.0797885,62.251896,2,2,0,0,1
C3-C6_8,36.0799538,140.0798306,65.453405,2,2,0,0,1
C3-C6_9,36.0799679,140.0798688,58.192280,2,2,0,0,1
C3-C6_10,36.0799879,140.0799087,63.103844,2,2,0,0,1
C3-C6_11,36.0800052,140.0799509,60.557449,2,2,0,0,1
C3-C6_12,36.0800229,140.0799897,61.981929,2,2,0,0,1
C3-C6_13,36.0800395,140.0800283,58.745319,2,2,0,0,1
C6,36.0800576,140.0800652,58.745319,2,2,0,0,1
