label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C20,36.0812852,140.0816419,20.721534,2,2,0,0,1
C20-C12_1,36.0812899,140.0816441,327.307989,2,2,0,0,1
C20-C12_2,36.0812967,140.0816387,283.899677,2,2,0,0,1
C20-C12_3,36.081298,140.0816322,276.276519,2,2,0,0,1
C20-C12_4,36.0812984,140.0816277,287.002622,2,2,0,0,1
C20-C12_5,36.0813027,140.0816103,267.469698,2,2,0,0,1
C20-C12_6,36.0813023,140.0815991,280.777919,2,2,0,0,1
C20-C12_7,36.0813045,140.0815848,269.687705,2,2,0,0,1
C20-C12_8,36.0813043,140.0815394,267.975284,2,2,0,0,1
C20-C12_9,36.0813041,140.0815324,285.322096,2,2,0,0,1
C20-C12_10,36.0813072,140.0815184,265.678776,2,2,0,0,1
C20-C12_11,36.0813056,140.0814922,283.538023,2,2,0,0,1
C20-C12_12,36.0813092,140.0814737,269.771318,2,2,0,0,1
C20-C12_13,36.0813091,140.0814427,280.632672,2,2,0,0,1
C20-C12_14,36.0813113,140.0814282,274.422115,2,2,0,0,1
C20-C12_15,36.0813116,140.0814234,277.828122,2,2,0,0,1
C20-C12_16,36.0813167,140.0813775,276.995906,2,2,0,0,1
C20-C12_17,36.0813191,140.0813533,278.445654,2,2,0,0,1
C20-C12_18,36.0813194,140.0813508,276.859575,2,2,0,0,1
C20-C12_19,36.0813201,140.0813436,275.791238,2,2,0,0,1
C20-C12_20,36.0813211,140.0813314,275.887084,2,2,0,0,1
C20-C12_21,36.0813213,140.081329,275.729052,2,2,0,0,1
C20-C12_22,36.0813231,140.0813068,280.228735,2,2,0,0,1
C20-C12_23,36.0813238,140.081302,267.620586,2,2,0,0,1
C20-C12_24,36.0813229,140.0812752,294.811334,2,2,0,0,1
C20-C12_25,36.0813297,140.081257,267.565232,2,2,0,0,1
C20-C12_26,36.0813287,140.0812279,293.841069,2,2,0,0,1
C20-C12_27,36.0813297,140.0812251,282.691133,2,2,0,0,1
C20-C12_28,36.0813388,140.0811751,286.415296,2,2,0,0,1
C20-C12_29,36.0813413,140.0811646,289.549360,2,2,0,0,1
C20-C12_30,36.0813543,140.0811193,281.965170,2,2,0,0,1
C20-C12_31,36.0813605,140.0810831,281.740953,2,2,0,0,1
C20-C12_32,36.0813648,140.0810575,271.745640,2,2,0,0,1
C20-C12_33,36.0813653,140.0810372,278.792172,2,2,0,0,1
C20-C12_34,36.0813665,140.0810276,267.505290,2,2,0,0,1
C20-C12_35,36.081366,140.0810134,291.215564,2,2,0,0,1
C20-C12_36,36.0813676,140.0810083,343.622773,2,2,0,0,1
C12,36.0813687,140.0810079,343.622773,2,2,0,0,1
