label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C2,36.080597,140.0795222,195.208087,2,2,0,0,1
C2-C3_1,36.080586,140.0795185,190.583097,2,2,0,0,1
C2-C3_2,36.0805488,140.0795099,182.233469,2,2,0,0,1
C2-C3_3,36.0805115,140.0795081,186.621350,2,2,0,0,1
C2-C3_4,36.0804746,140.0795028,199.941288,2,2,0,0,1
C2-C3_5,36.0804423,140.0794883,181.372690,2,2,0,0,1
C2-C3_6,36.0804052,140.0794872,187.692961,2,2,0,0,1
C2-C3_7,36.0803699,140.0794813,174.583645,2,2,0,0,1
C2-C3_8,36.0803341,140.0794855,182.876064,2,2,0,0,1
C2-C3_9,36.0802971,140.0794832,182.644180,2,2,0,0,1
C2-C3_10,36.0802621,140.0794812,188.065713,2,2,0,0,1
C2-C3_11,36.0802256,140.0794748,188.722707,2,2,0,0,1
C2-C3_12,36.0801882,140.0794677,185.131359,2,2,0,0,1
C2-C3_13,36.0801531,140.0794638,182.859238,2,2,0,0,1
C2-C3_14,36.0801175,140.0794616,186.312328,2,2,0,0,1
C2-C3_15,36.0800817,140.0794567,182.048073,2,2,0,0,1
C2-C3_16,36.0800478,140.0794552,186.261950,2,2,0,0,1
C2-C3_17,36.0800095,140.07945,186.006683,2,2,0,0,1
C2-C3_18,36.0799734,140.0794453,187.017090,2,2,0,0,1
C2-C3_19,36.0799386,140.07944,153.816657,2,2,0,0,1
C2-C3_20,36.07991,140.0794574,118.074658,2,2,0,0,1
C2-C3_21,36.0798928,140.0794973,120.374562,2,2,0,0,1
C3,36.0798739,140.0795372,120.374562,2,2,0,0,1
