label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C4,36.0815436,140.0798466,262.171870,2,2,0,0,1
C4-C1_1,36.0815435,140.0798457,270.971072,2,2,0,0,1
C4-C1_2,36.0815436,140.0798384,284.637024,2,2,0,0,1
C4-C1_3,36.0815497,140.0798095,265.885297,2,2,0,0,1
C4-C1_4,36.0815492,140.0798009,275.712924,2,2,0,0,1
C4-C1_5,36.0815511,140.0797774,268.368003,2,2,0,0,1
C4-C1_6,36.0815504,140.079747,287.632921,2,2,0,0,1
C4-C1_7,36.081556,140.0797252,266.680530,2,2,0,0,1
C4-C1_8,36.0815548,140.0796996,291.153321,2,2,0,0,1
C4-C1_9,36.0815639,140.0796705,271.941584,2,2,0,0,1
C4-C1_10,36.0815641,140.0796632,281.337282,2,2,0,0,1
C4-C1_11,36.0815676,140.0796416,260.631744,2,2,0,0,1
C4-C1_12,36.0815646,140.0796191,280.777951,2,2,0,0,1
C1,36.0815652,140.0796152,280.777951,2,2,0,0,1
