label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C100,36.0819751,140.079779,120.078892,2,2,0,0,1
C100-C1_1,36.0819729,140.0797837,216.009534,2,2,0,0,1
C100-C1_2,36.0819441,140.0797578,200.563169,2,2,0,0,1
C100-C1_3,36.0819092,140.0797416,200.736921,2,2,0,0,1
C100-C1_4,36.0818759,140.079726,188.525371,2,2,0,0,1
C100-C1_5,36.0818387,140.0797191,188.584137,2,2,0,0,1
C100-C1_6,36.0818039,140.0797126,191.118305,2,2,0,0,1
C100-C1_7,36.0817673,140.0797037,185.610254,2,2,0,0,1
C100-C1_8,36.0817311,140.0796993,185.863530,2,2,0,0,1
C100-C1_9,36.0816949,140.0796947,193.184073,2,2,0,0,1
C100-C1_10,36.0816604,140.0796847,201.266382,2,2,0,0,1
C100-C1_11,36.0816251,140.0796677,219.439333,2,2,0,0,1
C100-C1_12,36.081597,140.0796391,184.383526,2,2,0,0,1
C100-C1_13,36.0815601,140.0796356,192.206747,2,2,0,0,1
C1,36.0815403,140.0796303,192.206747,2,2,0,0,1
