label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C7,36.0816089,140.0803436,185.594906,2,2,0,0,1
C7-C100_1,36.0816056,140.0803432,85.711365,2,2,0,0,1
C7-C100_2,36.0816058,140.0803465,27.921505,2,2,0,0,1
C7-C100_3,36.0816119,140.0803505,324.733712,2,2,0,0,1
C7-C100_4,36.0816191,140.0803442,313.009686,2,2,0,0,1
C7-C100_5,36.0816433,140.0803121,312.947910,2,2,0,0,1
C7-C100_6,36.0816682,140.080279,317.722882,2,2,0,0,1
C7-C100_7,36.0816946,140.0802493,313.791144,2,2,0,0,1
C7-C100_8,36.0817204,140.080216,308.689205,2,2,0,0,1
C7-C100_9,36.0817437,140.08018,308.067327,2,2,0,0,1
C7-C100_10,36.0817656,140.0801454,305.779999,2,2,0,0,1
C7-C100_11,36.0817875,140.0801078,311.610248,2,2,0,0,1
C7-C100_12,36.0818109,140.0800752,310.492233,2,2,0,0,1
C7-C100_13,36.0818345,140.080041,319.076259,2,2,0,0,1
C7-C100_14,36.081862,140.0800115,314.284360,2,2,0,0,1
C7-C100_15,36.0818888,140.0799775,307.636000,2,2,0,0,1
C7-C100_16,36.0819103,140.079943,310.467668,2,2,0,0,1
C7-C100_17,36.0819345,140.0799079,299.418608,2,2,0,0,1
C7-C100_18,36.081952,140.0798695,296.447107,2,2,0,0,1
C7-C100_19,36.081968,140.0798297,289.662382,2,2,0,0,1
C7-C100_20,36.0819734,140.079811,258.347488,2,2,0,0,1
C7-C100_21,36.0819708,140.0797954,275.236868,2,2,0,0,1
C100,36.081971,140.0797927,275.236868,2,2,0,0,1
