label,latitude,longitude,heading_deg,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C100,36.081971,140.0797927,0.000000,2,2,0,0,1
C100-C4_1,36.0819711,140.0797927,90.000000,2,2,0,0,1
C100-C4_2,36.0819711,140.0797928,167.049928,2,2,0,0,1
C100-C4_3,36.0819349,140.0798031,165.897886,2,2,0,0,1
C100-C4_4,36.0819008,140.0798137,158.344936,2,2,0,0,1
C100-C4_5,36.0818664,140.0798306,168.005977,2,2,0,0,1
C100-C4_6,36.0818295,140.0798403,176.040956,2,2,0,0,1
C100-C4_7,36.0817933,140.0798434,176.006297,2,2,0,0,1
C100-C4_8,36.0817551,140.0798467,175.023870,2,2,0,0,1
C100-C4_9,36.0817189,140.0798506,181.690430,2,2,0,0,1
C100-C4_10,36.0816833,140.0798493,192.039069,2,2,0,0,1
C100-C4_11,36.0816473,140.0798398,177.230772,2,2,0,0,1
C100-C4_12,36.0816072,140.0798422,176.462738,2,2,0,0,1
C100-C4_13,36.0815719,140.0798449,177.220593,2,2,0,0,1
C4,36.0815436,140.0798466,177.220593,2,2,0,0,1
